COUNTRY,INDICATOR,FREQUENCY,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
"Ethiopia, The Federal Democratic Republic of","Gross debt, General government, Percent of GDP",Annual,93.633,97.325,107.363,103.691,103.104,78.239,79.631,55.704,56.056,29.96,39.436,44.565,39.358,44.104,44.152,50.743,51.803,55.278,58.449,54.699,53.697,53.772,46.927,38.737,32.66,46.742,41.096
"Ethiopia, The Federal Democratic Republic of","Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,21.664,-2.997,-20.222,16.186,84.855,10.266,2.585,6.197,-5.962,10.603,13.321,12.855,4.946,5.494,8.605,1.391,6.971,3.945,14.882,8.628,-8.049,3.157,10.968,-3.176,1.706,18.414,-11.377
Gabon,"Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,-10.458,-5.042,-11.611,8.525,0.022,-1.359,-10.103,3.141,-3.013,10.332,11.105,-14.359,-12.849,2.111,-4.083,22.782,-4.437,-3.82,-2.998,15.543,4.557,2.39,-2.055,3.361,3.652,0.535,3.977
"Gambia, The","Gross capital formation, Percent of GDP",Annual,4.562,11.173,7.278,10.039,14.279,13.786,15.634,12.503,10.454,12.822,13.806,12.816,18.274,13.869,14.847,13.538,12.569,20.627,15.661,19.509,20.596,22.239,24.857,25.618,25.256,24.18,26.175
"Eritrea, The State of","Gross national savings, Percent of GDP",Annual,-5.623,-4.023,18.406,21.755,11.312,25.992,12.599,7.982,10.517,1.205,6.753,25.642,22.667,13.133,25.073,32.676,20.359,33.413,18.442,17.993,,,,,,,
"Ethiopia, The Federal Democratic Republic of","Gross national savings, Percent of GDP",Annual,15.662,19.05,15.578,16.425,24.312,18.382,12.874,16.406,18.627,15.653,23.476,31.463,30.629,28.109,30.319,31.396,31.093,30.256,32.33,29.913,26.582,25.162,21.265,19.309,17.531,20.252,23.756
Gabon,"Gross debt, General government, Percent of GDP",Annual,72.497,80.979,81.07,70.241,60.301,41.7,34.884,39.237,20.053,25.992,21.295,21.425,21.442,31.113,34.063,44.703,64.495,62.926,62.342,59.778,83.04,72.945,65.589,70.586,72.722,76.223,81.961
Liberia,"Current account balance (credit less debit), Percent of GDP",Annual,-12.237,-9.667,-2.751,-14.017,-6.158,2.218,-7.355,-1.569,-30.167,-13.159,1.07,-2.477,-20.874,-8.812,-34.312,-28.497,-22.96,-22.277,-21.323,-19.632,-16.348,-17.586,-19.568,-25.193,-10.913,-13.143,-11.812
Côte d'Ivoire,"Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,-4.574,-3.838,1.587,-3.586,18.245,4.416,1.151,-11.148,-4.608,11.054,-7.723,2.175,7.125,3.567,12.552,-2.681,-7.381,13.513,-2.252,16.67,-3.318,6.074,8.538,9.827,1.371,13.646,5.594
Kenya,"Current account balance (credit less debit), Percent of GDP",Annual,-1.095,-1.713,-0.618,0.619,-0.578,-1.046,-1.688,-2.882,-4.775,-3.856,-5.22,-8.204,-7.474,-7.847,-9.325,-5.076,-4.127,-5.578,-3.981,-2.239,-3.659,-5.115,-5.052,-3.607,-2.275,-2.813,-3.374
"Lesotho, Kingdom of","Gross capital formation, Percent of GDP",Annual,37.091,31.144,25.659,24.026,21.469,18.866,20.389,25.814,28.626,30.744,29.652,28.094,34.889,33.065,33.091,30.011,27.148,24.97,24.401,25.685,31.315,33.634,31.708,30.033,30.08,30.472,31.844
Guinea-Bissau,"Gross debt, General government, Percent of GDP",Annual,217.139,204.442,197.471,183.384,201.959,203.651,190.407,163.97,148.815,148.258,61.726,45.619,47.388,49.645,60.115,56.347,59.095,51.783,59.068,65.129,77.592,78.797,80.69,79.39,82.207,76.175,74.042
"Lesotho, Kingdom of","Current account balance (credit less debit), Percent of GDP",Annual,-4.472,6.199,6.335,-2.96,4.999,4.759,13.962,16.405,14.714,-3.756,-13.353,-18.158,-12.577,-9.265,-8.062,-6.781,-10.195,-7.011,-6.984,-6.335,-5.695,-9.066,-14.035,-0.839,2.261,-3.904,-2.456
Ghana,"All Items, Consumer price index (CPI), Period average, percent change",Annual,25.113,32.932,14.846,26.626,12.666,15.095,11.683,10.729,16.505,13.139,6.698,7.676,7.072,11.666,15.486,17.153,17.455,12.372,9.837,7.208,9.918,9.976,31.921,39.21,22.875,16.645,9.876
"Gambia, The","Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,10.98,-17.392,1.693,-19.826,20,8.9,6.856,1.69,-3.96,-0.963,0.299,2.744,15.884,-8.263,-9.92,-11.783,13.938,5.969,26.277,19.783,-56.526,-10.13,89.507,167.118,14.161,4.466,3.292
Côte d'Ivoire,"Gross national savings, Percent of GDP",Annual,5.566,6.919,8.614,8.95,7.521,8.354,7.438,6.698,10.078,11.112,11.072,10.449,10.775,14.005,15.325,22.431,22.432,19.239,17.869,18.91,17.754,19.053,19.416,18.445,22.627,25.957,28.518
Guinea-Bissau,"All Items, Consumer price index (CPI), Period average, percent change",Annual,8.61,3.252,3.302,-3.474,0.821,3.358,1.953,4.627,10.445,-1.637,1.071,5.055,2.061,0.779,-1.032,1.481,2.707,-0.186,0.381,0.286,1.463,3.274,7.917,7.164,3.704,2,2
Ghana,"Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,-7.04,10.12,-3.53,14.297,22.305,17.312,26.795,24.539,25.99,-15.568,30.331,47.187,11.283,1.867,-14.686,0.423,-2.902,8.03,8.122,10.527,-7.325,13.477,8.861,-1.097,11.552,6.491,6.106
"Gambia, The","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,1.247,-17.289,9.508,-15.754,23.941,0.226,-3.113,-7.777,-0.397,12.804,7.179,-10.096,13.722,-0.568,20.442,5.056,-3.032,22.663,8.346,11.225,10.456,-7.006,13.329,63.245,14.051,-1.71,0.105
Guinea,"Gross capital formation, Percent of GDP",Annual,15.183,12.249,10.663,15.655,15.035,12.732,11.969,8.527,11.967,6.285,5.462,9.089,14.72,11.583,6.386,7.255,24.955,11.974,19.674,17.311,17.195,17.834,17.365,15.928,15.263,15.116,15.065
Guinea-Bissau,"Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,19.064,7.019,-20.189,-18.282,50.278,-9.135,16.633,9.44,12.583,-11.009,4.443,5.051,-5.255,-8.789,16.718,13.81,10.185,10.366,7.636,13.636,-5.712,-5.885,-2.675,3.858,2.049,11.973,11.748
Côte d'Ivoire,"Current account balance (credit less debit), Percent of GDP",Annual,-1.625,-0.396,4.48,1.387,1.051,0.168,1.947,-0.494,1.349,4.82,1.35,7.504,-0.866,-0.978,1.045,-0.44,-0.856,-1.998,-3.904,-2.234,-3.128,-3.946,-7.589,-8.167,-4.171,-2.148,-1.726
Ghana,"Gross domestic product (GDP), Constant prices, Percent change",Annual,3.596,3.828,4.617,5.112,5.404,6.23,5.817,4.074,9.003,5.681,7.778,13.955,8.422,7.241,2.856,2.121,3.373,8.129,6.2,6.508,0.514,5.076,3.818,3.128,5.685,4.026,4.793
Guinea-Bissau,"Gross national savings, Percent of GDP",Annual,22.786,15.007,20.316,25.125,19.388,16.618,13.859,20.2,14.315,12.972,11.965,14.637,11.429,14.885,20.634,16.798,19.489,18.384,15.683,7.615,14.983,17.504,9.443,8.632,9.265,12.501,13.741
Guinea,"Current account balance (credit less debit), Percent of GDP",Annual,-3.045,0.326,-0.008,-0.049,-1.83,-0.83,-3.125,-7.298,-6.582,-5.64,-6.397,-16.344,-19.704,-12.513,-14.393,-12.543,-30.656,-6.746,-18.497,-15.505,-16.062,4.139,-5.684,-9.724,-14.017,-9.69,-2.276
Guinea-Bissau,"Current account balance (credit less debit), Percent of GDP",Annual,2.725,-3.875,-3.28,-2.523,-1.574,-1.635,-6.22,-4.072,-3.024,-5.393,-7.529,-1.208,-7.925,-4.345,0.494,1.824,1.358,0.263,-3.484,-8.544,-2.558,-0.819,-8.627,-8.591,-8.188,-5.952,-5.324
Guinea,"Gross debt, General government, Percent of GDP",Annual,91.492,90.436,82.61,81.572,86.866,97.915,95.222,60.8,58.463,61.332,71.141,53.85,26.867,30.544,32.073,41.532,40.643,39.897,37.461,37.336,45.255,40.569,37.904,40.354,48.835,42.2,38.121
Guinea-Bissau,"Gross capital formation, Percent of GDP",Annual,20.061,18.882,23.596,27.648,20.962,18.253,20.079,24.273,17.339,18.365,19.494,15.846,19.354,19.23,20.14,14.975,18.131,18.121,19.167,16.159,17.541,18.323,18.071,17.223,17.453,18.453,19.064
Ghana,"Current account balance (credit less debit), Percent of GDP",Annual,-3.13,-3.26,-0.691,0.541,-2.713,-4.182,-3.36,-5.9,-8.241,-3.767,-6.094,-6.604,-8.8,-9.076,-6.757,-5.711,-5.06,-3.316,-3.037,-2.232,-2.534,-2.713,-2.302,-1.601,1.115,1.808,1.674
Guinea-Bissau,"Gross domestic product (GDP), Constant prices, Percent change",Annual,1.1,4.786,3.654,-0.286,1.172,6.56,2.667,2.56,4.525,2.448,5.605,8.085,-1.713,3.256,0.965,6.134,5.307,4.789,3.761,4.5,1.5,6.2,4.6,5.2,4.8,5.1,5
Guinea,"All Items, Consumer price index (CPI), Period average, percent change",Annual,6.766,5.377,2.96,11.036,17.463,31.358,34.702,22.861,18.367,4.682,15.466,21.351,15.227,11.887,9.712,8.151,8.174,8.914,9.826,9.471,10.602,12.597,10.499,5.433,4.712,3.1,3
Ghana,"Gross debt, General government, Percent of GDP",Annual,74.463,57.769,54.061,49.299,38.364,31.695,17.291,21.061,23.186,25.39,32.924,31.221,35.473,42.93,50.111,53.896,55.942,56.984,61.976,62.927,79.089,86.875,92.723,79.092,70.348,59.081,56.07
Guinea,"Gross national savings, Percent of GDP",Annual,12.138,12.575,10.656,15.606,13.205,11.903,8.845,1.23,5.386,0.646,-0.935,-7.252,-4.984,-0.93,-8.007,-5.288,-5.7,5.229,1.177,1.805,1.133,21.973,11.681,6.203,1.245,5.426,12.789
Mali,"Current account balance (credit less debit), Percent of GDP",Annual,-8.672,-8.861,-2.046,-5.894,-6.871,-7.115,-3.258,-5.563,-13.542,-10.9,-10.719,-5.057,-2.193,-2.887,-4.708,-5.323,-7.242,-7.285,-4.899,-7.457,-2.174,-7.605,-7.654,-7.602,-4.644,-4.593,-2.563
Malawi,"Gross domestic product (GDP), Constant prices, Percent change",Annual,0.775,-4.076,1.76,5.706,5.42,3.269,4.7,9.6,7.64,8.328,6.874,4.854,1.886,5.2,5.7,2.95,2.27,4,4.392,5.448,1.013,4.558,0.921,1.892,1.8,2.397,2.737
"Madagascar, Republic of","Current account balance (credit less debit), Percent of GDP",Annual,-5.627,-2.575,-8.914,-5.146,-7.878,-12.531,-9.155,-9.886,-15.636,-18.172,-8.949,-6.728,-7.463,-6.505,-0.269,-1.626,0.482,-0.422,0.716,-2.289,-5.375,-4.928,-5.361,-4.055,-5.352,-6.004,-6.55
Libya,"Current account balance (credit less debit), Percent of GDP",Annual,13.262,6.419,-7.035,-7.872,20.647,35.669,46.748,43.724,42.72,15.436,19.339,6.587,25.757,0.013,-33.112,-18.894,-9.425,6.573,14.702,6.7,-10.212,16.135,23.175,18.27,-4.181,0.941,0.596
Libya,"Gross capital formation, Percent of GDP",Annual,1.999,52.2,61.523,49.654,44.352,40.322,36.31,20.604,21.567,26.018,19.801,8.442,15.219,21.686,26.224,17.382,13.8,13.708,15.134,14.163,28.546,27.044,28.576,27.112,26.75,24.145,23.094
"Madagascar, Republic of","Gross debt, General government, Percent of GDP",Annual,90.212,82.144,86.693,85.862,81.896,74.366,32.226,28.21,31.01,34.857,32.341,29.947,30.435,36.243,37.848,44.062,40.281,40.13,42.896,41.253,52.871,49.44,49.886,52.66,50.329,49.748,50.949
Malawi,"Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,-21.679,-6.363,12.959,6.55,8.437,3.538,4.006,-7.423,32.451,-24.925,46.388,-14.499,-10.689,-0.726,10.504,12.877,3.969,5.684,-15.343,14.342,12.849,-15.498,-26.742,18.18,9.238,10.631,9.778
"Madagascar, Republic of","All Items, Consumer price index (CPI), Period average, percent change",Annual,11.57,7.917,16.499,-1.704,13.956,18.364,10.766,10.288,9.297,8.954,9.247,9.483,5.714,5.826,6.08,7.404,6.056,8.59,8.598,5.623,4.188,5.819,8.157,9.861,7.64,8.43,7.22
Kenya,"Gross capital formation, Percent of GDP",Annual,17.094,18.317,15.396,15.887,16.773,16.829,18.315,20.045,19.282,19.001,21.264,21.887,22.192,22.414,24.955,22.103,19.348,20.663,19.376,19.342,19.652,20.391,19.054,16.571,16.777,18.098,18.426
"Lesotho, Kingdom of","Gross national savings, Percent of GDP",Annual,32.223,35.421,32.363,25.863,31.072,27.16,36.858,42.219,43.34,26.989,16.3,9.936,22.312,23.8,25.029,23.231,16.953,17.959,17.418,19.35,25.62,24.568,17.673,29.194,32.341,26.568,29.387
Côte d'Ivoire,"Gross domestic product (GDP), Constant prices, Percent change",Annual,-2.068,0.121,-1.668,-1.36,1.232,1.721,1.516,1.765,2.543,3.251,2.018,-4.857,10.864,9.272,8.794,8.843,7.172,7.412,4.842,6.721,0.701,7.062,6.4,6.45,6,6.4,6.4
Malawi,"Gross debt, General government, Percent of GDP",Annual,,,101.505,84.741,74.661,70.933,17.91,18.948,23.524,23.487,19.312,19.983,28.606,35.347,33.515,35.455,37.08,39.975,40.808,41.187,53.858,66.546,75.698,86.699,87.579,80.419,78.263
Kenya,"Gross national savings, Percent of GDP",Annual,15.999,16.604,14.777,16.506,16.195,15.783,16.626,17.163,14.506,15.145,16.043,13.684,14.717,14.567,15.63,17.028,15.221,15.086,15.395,17.103,15.992,15.276,14.003,12.964,14.502,15.277,15.047
"Lesotho, Kingdom of","All Items, Consumer price index (CPI), Period average, percent change",Annual,6.06,7.965,12.212,6.343,4.641,3.645,6.337,9.177,10.688,5.832,3.307,6.005,5.467,5,4.565,4.3,6.206,4.459,4.747,4.93,5.416,6.45,8.155,6.507,5.191,4.539,4.849
"Lesotho, Kingdom of","Gross domestic product (GDP), Constant prices, Percent change",Annual,3.953,3.296,2.419,4.245,2.069,3.326,4.201,4.201,3.76,0.362,5.1,5.061,5.146,1.772,2.068,3.248,1.877,-2.734,-1.465,-2.912,-5.264,1.897,1.978,2.085,2.187,1.43,1.132
Côte d'Ivoire,"All Items, Consumer price index (CPI), Period average, percent change",Annual,2.534,4.355,3.08,3.297,1.459,3.884,2.466,1.896,1.706,0.518,1.751,4.895,1.3,2.584,0.515,1.055,0.763,0.737,0.615,0.77,2.288,4.182,5.239,4.437,3.416,1,1.5
Liberia,"Gross debt, General government, Percent of GDP",Annual,468.08,465.171,463.616,600.117,543.399,488.458,450.955,366.805,235.281,132.157,25.397,22.519,20.504,20.612,24.332,24.771,28.608,31.839,37.13,48.55,58.67,53.28,54.294,57.822,57.181,55.692,54.236
Kenya,"Gross domestic product (GDP), Constant prices, Percent change",Annual,0.347,3.979,0.481,2.949,4.635,5.665,5.854,6.851,0.232,3.307,8.058,5.121,4.569,3.798,5.02,4.968,4.214,3.816,5.671,5.114,-0.273,7.59,4.86,5.72,4.725,4.815,4.856
"Lesotho, Kingdom of","Gross debt, General government, Percent of GDP",Annual,88.48,108.678,79.62,52.633,49.433,40.968,43.729,49.621,47.027,35.87,33.81,36.171,39.846,41.192,41.507,45.812,41.45,40.992,48.191,58.219,54.69,57.959,64.362,61.464,56.83,57.054,57.083
Kenya,"Gross debt, General government, Percent of GDP",Annual,43.122,41.276,42.01,43.792,40.755,37.412,37.066,34.195,34.254,35.961,36.695,35.687,37.616,39.756,41.281,45.832,50.399,53.866,56.449,59.085,67.959,68.232,67.8,73.405,67.338,68.019,70.076
Côte d'Ivoire,"Gross capital formation, Percent of GDP",Annual,12.154,11.494,8.979,11.559,10.984,12.623,10.219,12.78,14.015,11.542,15.67,7.197,17.825,23.192,23.399,23.388,23.195,20.819,22.253,21.99,21.743,23.575,27.485,26.097,26.798,28.105,30.244
Kenya,"All Items, Consumer price index (CPI), Period average, percent change",Annual,9.975,5.732,1.966,9.805,11.795,9.912,6.032,4.271,15.114,10.537,4.084,14.022,9.378,5.717,6.878,6.582,6.318,7.985,4.69,5.24,5.29,6.109,7.648,7.675,4.496,3.997,5.243
Côte d'Ivoire,"Gross debt, General government, Percent of GDP",Annual,73.987,71.172,62.982,56.381,56.718,58.164,57.471,53.533,51.24,46.476,45.612,50.028,24.693,24.624,26.71,29.172,31.118,32.595,35.317,37.216,46.315,50.165,56.035,57.528,59.253,55.596,54.122
Côte d'Ivoire,"Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,-5.98,5.211,8.06,-26.017,23.261,-7.671,4.61,5.747,-19.224,14.463,3.687,-18.991,43.662,41.138,8.354,15.083,0.46,10.253,2.335,-1.821,10.849,12.369,20.859,7.943,7.387,7.407,8.554
Mauritius,"All Items, Consumer price index (CPI), Period average, percent change",Annual,4.217,5.391,6.414,2.686,4.71,4.937,8.914,8.825,9.723,2.524,2.924,6.532,3.86,3.535,3.224,1.275,0.999,3.675,3.231,0.454,2.52,4.039,10.785,7.045,3.599,3.906,3.6
"Mauritania, Islamic Republic of","Gross national savings, Percent of GDP",Annual,10.192,10.03,7.342,10.903,11.175,19.659,31.979,26.31,25.178,21.691,32.515,42.771,39.655,38.176,26.683,24.39,29.788,32.031,33.173,36.489,38.733,36.577,29.972,31.976,35.352,35.808,36.532
Mali,"Gross capital formation, Percent of GDP",Annual,17.176,20.49,15.746,20.812,21.629,20.882,21.192,23.874,24.036,21.939,24.026,19.723,17.183,19.323,20.16,20.761,23.963,21.59,20.458,22.532,17.336,21.783,18.737,17.785,17.477,17.816,17.298
Mauritius,"Gross debt, General government, Percent of GDP",Annual,56.944,58.184,62.955,66.947,59.421,58.292,55.307,48.808,48.759,56.837,54.392,54.865,54.184,56.476,59.129,63.021,62.596,61.337,63.148,81.068,91.896,86.134,81.804,81.451,87.921,88.132,87.449
"Mauritania, Islamic Republic of","Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,-1.766,-3.574,-9.274,-11.134,17.342,9.213,36.27,0.474,2.532,-7.536,14.015,3.356,10.125,-3.939,-0.949,2.006,-2.576,19.028,-0.194,12.045,1.867,-9.656,15.578,9.476,0.154,-5.793,1.076
Mali,"Gross debt, General government, Percent of GDP",Annual,90.522,77.498,42.643,44.15,42.434,46.626,18.066,18.535,20.098,21.855,25.289,23.965,25.39,26.382,26.907,30.661,37.221,38.226,37.524,40.725,47.334,51.561,50.342,51.881,51.731,48.871,47.958
Mauritius,"Gross national savings, Percent of GDP",Annual,30.411,32.139,31.115,29.567,26.85,22.251,21.987,26.456,20.38,17.058,15.914,14.384,19.224,20.147,18.76,19.515,20.015,22.037,22.381,21.492,11.575,12.622,17.142,22.382,23.291,20.631,20.64
Liberia,"All Items, Consumer price index (CPI), Period average, percent change",Annual,5.3,12.149,14.16,10.33,3.555,6.945,9.514,11.391,17.49,7.427,7.291,8.487,6.832,7.578,9.858,7.742,8.844,12.435,23.547,26.969,16.953,7.816,7.593,10.094,8.215,9.824,7.69
Mauritius,"Current account balance (credit less debit), Percent of GDP",Annual,-0.694,5.652,4.867,1.548,-1.661,-4.725,-8.589,-5.122,-9.592,-7.086,-9.919,-13.175,-6.997,-6.104,-5.278,-3.473,-3.901,-4.464,-3.769,-4.977,-8.884,-13.096,-11.112,-5.142,-6.484,-4.793,-5.689
Libya,"Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,-9.197,20.091,47.892,13.785,-7.987,14.616,1.118,20.276,11.17,22.754,10.612,-54.547,117.877,28.279,-9.427,-34.643,-41.871,24.198,17.147,38.038,-41.513,55.317,-5.699,2.452,22.149,1.096,-6.15
Malawi,"Gross national savings, Percent of GDP",Annual,4.706,2.487,5.75,1.625,2.878,1.607,0.435,9.817,2.616,5.383,7.164,1.388,1.923,2.224,0.927,-3.678,-5.829,-5.946,-4.155,-4.731,-6.301,-6.181,-4.241,-5.523,-9.193,-7.057,-5.311
Malawi,"Gross capital formation, Percent of GDP",Annual,6.336,7.121,10.368,7.85,8.87,11.039,12.807,15.658,13.34,12.627,13.26,7.505,8.863,8.723,7.921,8.536,7.276,9.584,7.889,7.88,7.528,9.056,13.376,11.811,12.707,11.277,11.069
"Madagascar, Republic of","Gross national savings, Percent of GDP",Annual,6.304,11.934,2.057,8.578,13.273,6.796,11.156,16.632,23.11,19.05,18.079,16.623,12.706,10.007,16.222,14.366,16.848,15.385,21.419,20.395,12.34,11.461,16.801,15.853,16.872,17.456,17.844
"Madagascar, Republic of","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,6.46,9.718,29.895,-20.059,2.631,24.222,0.253,32.799,14.962,-7.162,-21.484,4.994,16.757,14.284,2.332,-7.134,19.11,7.033,-0.543,1.837,-20.743,10.223,6.205,-3.797,1.994,13.265,8.522
Liberia,"Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,88.098,36.909,12.028,-48.174,90.893,0.201,31.599,1.255,1.454,-16.16,-0.212,0.27,14.934,18.037,-1.563,1.324,-4.833,-7.705,31.615,-7.27,-13.345,12.26,21.809,14.207,2.529,21.163,10.231
Libya,"Gross domestic product (GDP), Constant prices, Percent change",Annual,4.042,2.626,-3.727,16.145,5.845,10.619,0.278,6.23,-0.162,-4.4,5.027,-50.339,86.827,-17.998,-23.043,-0.843,-1.491,32.492,7.941,-11.196,-29.456,28.335,-8.252,10.156,1.92,15.562,4.23
Malawi,"Current account balance (credit less debit), Percent of GDP",Annual,-1.727,-1.435,-9.608,-7.315,-7.414,-9.432,-12.373,-5.84,-10.724,-7.244,-6.096,-6.117,-6.94,-6.499,-6.994,-12.214,-13.105,-15.529,-12.044,-12.611,-13.828,-15.236,-17.617,-17.334,-21.9,-18.334,-16.38
Malawi,"All Items, Consumer price index (CPI), Period average, percent change",Annual,29.597,22.7,14.745,9.577,11.424,15.466,13.918,7.942,8.716,8.416,7.409,7.621,21.296,28.279,23.775,21.86,21.727,11.541,9.215,9.378,8.639,9.343,20.839,28.799,32.162,28.159,24.096
Libya,"All Items, Consumer price index (CPI), Period average, percent change",Annual,-2.907,-8.839,-9.863,-2.057,1.252,2.658,1.465,6.211,10.401,2.448,2.458,15.902,6.072,2.594,2.433,10.012,25.854,25.804,13.17,-2.162,1.447,2.868,4.51,2.373,2.126,1.819,1.568
Liberia,"Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",Annual,-0.035,8.374,11.756,-13.524,433.051,0.54,41.615,-7.068,4.444,-23.94,-17.69,21.518,14.718,-5.78,37.746,12.317,-11.774,-25.293,-5.601,-4.321,5.478,-0.499,-5.063,28.04,-14.551,22.942,3.885
Libya,"Exports of goods and services, Volume, Free on board (FOB), Percent change",Annual,3.745,-4.773,-14.829,15.777,54.709,8.659,7.854,3.443,-6.557,-6.819,-0.838,-69.154,217.46,-23.803,-54.805,6.767,2.709,131.609,43.11,-9.949,-68.888,165.441,23.975,-3.949,-8.002,14.46,0.313
"Madagascar, Republic of","Gross capital formation, Percent of GDP",Annual,11.931,14.509,10.97,13.725,21.151,19.327,20.311,26.518,38.746,37.222,27.027,23.351,20.169,16.513,16.491,15.992,16.366,15.806,20.703,22.684,17.715,16.389,22.162,19.908,22.224,23.459,24.394
